counterbalancing_condition,counterbalancing_condition_full,consent_prescreening.block_1/age_years,consent_prescreening.block_1/gender,consent_prescreening.block_1/language_disorder,consent_prescreening.block_1/first_language,consent_prescreening.block_1/declare_consent,PROLIFIC_PID,STUDY_ID,SESSION_ID,date,expName,psychopyVersion,OS,frameRate,check_prescreening_answers.started,check_prescreening_answers.stopped,Instructions.started,Instructions.stopped,instr_done_keyboard.keys,instr_done_keyboard.rt,instr_done_keyboard.duration,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,presentTrial.started,presentTrial.stopped,response.keys,response.corr,response.rt,response.duration,rt,corr,feedback.started,feedback.stopped,Break.started,Break.stopped,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,experiment_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,IsAnimal,Prime,Flanker,letters,break_done_keyboard.rt,break_done_keyboard.duration,End.started,End.stopped
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,593.4949,594.709,s,0,0.559,,0.559,0,594.7094,595.2089,595.209,595.209,0.819444444,-0.051851852,0,0,0,,0,281,281,107,1,108,FEM,AGR,150,0,celda,la,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,595.2096,596.577,s,1,0.7119,,0.7119,1,596.5774,597.077,597.077,597.0771,0.819444444,-0.051851852,0,0,0,,0,282,282,461,1,462,FEM,AGR,150,1,cebra,la,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,597.0776,598.2992,s,1,0.5626,,0.5626,1,598.2993,598.7993,598.7993,598.7993,0.819444444,-0.051851852,0,0,0,,0,283,283,416,1,417,FEM,DIS,150,1,sepia,el,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,598.7998,599.8516,s,1,0.3936,,0.3936,1,599.8516,600.3478,600.3478,600.3479,0.819444444,-0.051851852,0,0,0,,0,284,284,418,1,419,FEM,DIS,150,1,rana,el,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,600.3483,601.4798,s,0,0.4726,,0.4726,0,601.4802,601.9798,601.9798,601.9799,0.819444444,-0.051851852,0,0,0,,0,285,285,112,1,113,FEM,DIS,150,0,ducha,el,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,601.9804,603.1811,s,1,0.5423,,0.5423,1,603.1815,603.6845,603.685,603.6854,0.819444444,-0.051851852,0,0,0,,0,286,286,460,1,461,FEM,DIS,150,1,pulga,el,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,603.6857,604.8825,l,1,0.5349,,0.5349,1,604.8826,605.3824,605.3825,605.3826,0.819444444,-0.051851852,0,0,0,,0,287,287,338,1,339,MAS,DIS,150,0,piano,la,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,605.3831,606.563,l,1,0.521,,0.521,1,606.5631,607.0631,607.0631,607.0632,0.819444444,-0.051851852,0,0,0,,0,288,288,381,1,382,MAS,AGR,150,0,jardín,el,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,607.0636,608.1464,l,1,0.4237,,0.4237,1,608.1464,608.6425,608.6426,608.6426,0.819444444,-0.051851852,0,0,0,,0,289,289,22,1,23,FEM,DIS,150,0,zona,el,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,608.6433,609.945,l,1,0.6401,,0.6401,1,609.945,610.445,610.445,610.445,0.819444444,-0.051851852,0,0,0,,0,290,290,41,1,42,FEM,AGR,150,0,risa,la,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,610.4457,611.5977,l,0,0.4932,,0.4932,0,611.5981,612.0977,612.0982,612.0985,0.819444444,-0.051851852,0,0,0,,0,291,291,476,1,477,FEM,DIS,150,1,gacela,el,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,612.0988,613.2088,l,1,0.4552,,0.4552,1,613.2092,613.7088,613.7089,613.7089,0.819444444,-0.051851852,0,0,0,,0,292,292,344,1,345,MAS,DIS,150,0,tiempo,la,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,613.7094,614.8269,l,1,0.4612,,0.4612,1,614.8269,615.3268,615.3269,615.3269,0.819444444,-0.051851852,0,0,0,,0,293,293,81,1,82,FEM,AGR,150,0,señal,la,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,615.3274,616.6324,l,1,0.646,,0.646,1,616.6325,617.1324,617.1325,617.1326,0.819444444,-0.051851852,0,0,0,,0,294,294,234,1,235,MAS,DIS,150,0,saco,la,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,617.1331,618.2087,l,1,0.42,,0.42,1,618.2088,618.7087,618.7088,618.7088,0.819444444,-0.051851852,0,0,0,,0,295,295,54,1,55,FEM,DIS,150,0,seda,el,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,618.7094,619.799,l,1,0.4307,,0.4307,1,619.7991,620.299,620.299,620.2991,0.819444444,-0.051851852,0,0,0,,0,296,296,321,1,322,MAS,AGR,150,0,viejo,el,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,620.2996,621.4101,l,1,0.4538,,0.4538,1,621.4101,621.9101,621.9107,621.9111,0.819444444,-0.051851852,0,0,0,,0,297,297,262,1,263,MAS,DIS,150,0,lazo,la,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,621.9114,623.0629,s,0,0.4932,,0.4932,0,623.0632,623.5629,623.5629,623.563,0.819444444,-0.051851852,0,0,0,,0,298,298,237,1,238,MAS,AGR,150,0,palo,el,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,623.5636,624.6635,l,1,0.4449,,0.4449,1,624.6639,625.1634,625.1635,625.1635,0.819444444,-0.051851852,0,0,0,,0,299,299,276,1,277,MAS,DIS,150,0,amigo,la,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,625.1639,626.2781,l,1,0.4533,,0.4533,1,626.2782,626.7781,626.7781,626.7782,0.819444444,-0.051851852,0,0,0,,0,300,300,223,1,224,MAS,AGR,150,0,dedo,el,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,626.7787,627.8475,l,1,0.41,,0.41,1,627.8476,628.3475,628.3475,628.3476,0.819444444,-0.051851852,0,0,0,,0,301,301,253,1,254,MAS,AGR,150,0,cubo,el,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,628.3482,629.3128,l,0,0.3059,,0.3059,0,629.3132,629.8129,629.8129,629.8129,0.819444444,-0.051851852,0,0,0,,0,302,302,528,1,529,MAS,DIS,150,1,toro,la,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,629.8135,630.8476,l,1,0.3754,,0.3754,1,630.8481,631.3475,631.3481,631.3484,0.819444444,-0.051851852,0,0,0,,0,303,303,410,1,411,MAS,DIS,150,0,hombro,la,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,631.3488,632.4447,l,1,0.4386,,0.4386,1,632.4448,632.9448,632.9448,632.9448,0.819444444,-0.051851852,0,0,0,,0,304,304,131,1,132,FEM,AGR,150,0,selva,la,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,632.9454,634.0281,l,1,0.4256,,0.4256,1,634.0281,634.528,634.5281,634.5281,0.819444444,-0.051851852,0,0,0,,0,305,305,304,1,305,MAS,DIS,150,0,hueso,la,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,634.5286,635.5627,l,1,0.3751,,0.3751,1,635.5628,636.0627,636.0628,636.0629,0.819444444,-0.051851852,0,0,0,,0,306,306,87,1,88,FEM,AGR,150,0,lista,la,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,636.0634,637.1323,s,1,0.4098,,0.4098,1,637.1323,637.635,637.635,637.635,0.819444444,-0.051851852,0,0,0,,0,307,307,454,1,455,FEM,DIS,150,1,gata,el,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,637.6355,638.896,s,0,0.5974,,0.5974,0,638.8965,639.3961,639.3966,639.3969,0.819444444,-0.051851852,0,0,0,,0,308,308,270,1,271,MAS,DIS,150,0,faro,la,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,639.3973,640.6113,s,1,0.5561,,0.5561,1,640.6117,641.1113,641.1114,641.1114,0.819444444,-0.051851852,0,0,0,,0,309,309,548,1,549,MAS,DIS,150,1,buitre,la,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,641.112,642.1461,s,1,0.3752,,0.3752,1,642.1461,642.6493,642.6494,642.6495,0.819444444,-0.051851852,0,0,0,,0,310,310,500,1,501,MAS,DIS,150,1,piojo,la,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,642.65,643.6946,l,1,0.3834,,0.3834,1,643.6947,644.1946,644.1947,644.1947,0.819444444,-0.051851852,0,0,0,,0,311,311,79,1,80,FEM,AGR,150,0,carta,la,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,644.1952,645.2641,l,1,0.41,,0.41,1,645.2641,645.7641,645.7641,645.7641,0.819444444,-0.051851852,0,0,0,,0,312,312,331,1,332,MAS,AGR,150,0,ritmo,el,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,645.7646,646.896,l,1,0.4718,,0.4718,1,646.896,647.396,647.396,647.3961,0.819444444,-0.051851852,0,0,0,,0,313,313,183,1,184,FEM,AGR,150,0,alarma,la,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,647.3966,648.4099,l,1,0.356,,0.356,1,648.4099,648.9099,648.9104,648.9108,0.819444444,-0.051851852,0,0,0,,0,314,314,401,1,402,MAS,AGR,150,0,cuento,el,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,648.911,649.9099,l,1,0.3424,,0.3424,1,649.9099,650.4098,650.4098,650.4099,0.819444444,-0.051851852,0,0,0,,0,315,315,339,1,340,MAS,AGR,150,0,patio,el,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,650.4105,651.4829,l,1,0.4172,,0.4172,1,651.4829,651.9792,651.9793,651.9794,0.819444444,-0.051851852,0,0,0,,0,316,316,26,1,27,FEM,DIS,150,0,bala,el,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,651.9799,653.0626,l,1,0.4237,,0.4237,1,653.0627,653.5626,653.5626,653.5627,0.819444444,-0.051851852,0,0,0,,0,317,317,405,1,406,MAS,AGR,150,0,pánico,el,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,653.5632,654.6459,s,1,0.4238,,0.4238,1,654.646,655.146,655.146,655.146,0.819444444,-0.051851852,0,0,0,,0,318,318,490,1,491,MAS,DIS,150,1,pavo,la,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,655.1465,656.3264,l,1,0.5242,,0.5242,1,656.3265,656.8265,656.827,656.8273,0.819444444,-0.051851852,0,0,0,,0,319,319,362,1,363,MAS,DIS,150,0,pasado,la,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,656.8277,658.1806,s,0,0.6946,,0.6946,0,658.181,658.6806,658.6806,658.6807,0.819444444,-0.051851852,0,0,0,,0,320,320,204,1,205,FEM,DIS,150,0,patada,el,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,658.6812,659.7778,l,1,0.4388,,0.4388,1,659.7783,660.2779,660.2779,660.278,0.819444444,-0.051851852,0,0,0,,0,321,321,322,1,323,MAS,DIS,150,0,techo,la,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,660.2785,661.5973,s,1,0.66,,0.66,1,661.5973,662.0973,662.0973,662.0973,0.819444444,-0.051851852,0,0,0,,0,322,322,553,1,554,MAS,AGR,150,1,castor,el,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,662.0979,663.2084,l,1,0.4546,,0.4546,1,663.2084,663.7083,663.7084,663.7085,0.819444444,-0.051851852,0,0,0,,0,323,323,232,1,233,MAS,DIS,150,0,humo,la,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,663.709,664.8611,s,1,0.4937,,0.4937,1,664.8612,665.3611,665.3612,665.3612,0.819444444,-0.051851852,0,0,0,,0,324,324,509,1,510,MAS,AGR,150,1,coyote,el,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,665.3617,666.4584,l,1,0.4411,,0.4411,1,666.4584,666.9584,666.9589,666.9592,0.819444444,-0.051851852,0,0,0,,0,325,325,360,1,361,MAS,DIS,150,0,montón,la,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,666.9596,668.3819,s,1,0.764,,0.764,1,668.382,668.8819,668.8819,668.882,0.819444444,-0.051851852,0,0,0,,0,326,326,533,1,534,MAS,AGR,150,1,cerdo,el,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,668.8825,670.0763,l,1,0.5378,,0.5378,1,670.0764,670.5763,670.5763,670.5764,0.819444444,-0.051851852,0,0,0,,0,327,327,86,1,87,FEM,DIS,150,0,llave,el,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,670.5769,671.6805,l,1,0.4374,,0.4374,1,671.6805,672.1805,672.1805,672.1805,0.819444444,-0.051851852,0,0,0,,0,328,328,365,1,366,MAS,AGR,150,0,juicio,el,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,672.1811,673.4096,l,1,0.5716,,0.5716,1,673.4097,673.9096,673.9097,673.9097,0.819444444,-0.051851852,0,0,0,,0,329,329,185,1,186,FEM,AGR,150,0,hierba,la,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,673.9103,675.1111,l,1,0.5427,,0.5427,1,675.1111,675.611,675.6115,675.612,0.819444444,-0.051851852,0,0,0,,0,330,330,55,1,56,FEM,AGR,150,0,nube,la,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,675.6125,676.7429,l,1,0.4745,,0.4745,1,676.743,677.243,677.243,677.243,0.819444444,-0.051851852,0,0,0,,0,331,331,84,1,85,FEM,DIS,150,0,tarde,el,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,677.2435,678.5624,l,1,0.6599,,0.6599,1,678.5624,679.0624,679.0624,679.0624,0.819444444,-0.051851852,0,0,0,,0,332,332,272,1,273,MAS,DIS,150,0,nudo,la,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,679.0629,680.5138,l,1,0.7919,,0.7919,1,680.5139,681.0138,681.0138,681.0138,0.819444444,-0.051851852,0,0,0,,0,333,333,391,1,392,MAS,AGR,150,0,tesoro,el,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,681.0145,682.0276,l,1,0.3555,,0.3555,1,682.0276,682.5276,682.5277,682.5277,0.819444444,-0.051851852,0,0,0,,0,334,334,254,1,255,MAS,DIS,150,0,hilo,la,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,682.5282,683.6804,s,1,0.4927,,0.4927,1,683.6805,684.1804,684.1804,684.1805,0.819444444,-0.051851852,0,0,0,,0,335,335,424,1,425,FEM,DIS,150,1,orca,el,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,684.181,685.2915,l,1,0.4552,,0.4552,1,685.2916,685.7915,685.792,685.7923,0.819444444,-0.051851852,0,0,0,,0,336,336,266,1,267,MAS,DIS,150,0,vago,la,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,685.7926,686.9789,l,1,0.5282,,0.5282,1,686.9791,687.479,687.479,687.4791,0.819444444,-0.051851852,0,0,0,,0,337,337,261,1,262,MAS,AGR,150,0,bate,el,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,687.4795,688.5275,l,1,0.3909,,0.3909,1,688.5277,689.0276,689.0276,689.0277,0.819444444,-0.051851852,0,0,0,,0,338,338,162,1,163,FEM,DIS,150,0,prensa,el,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,689.0282,690.3122,s,1,0.6252,,0.6252,1,690.3123,690.8123,690.8123,690.8123,0.819444444,-0.051851852,0,0,0,,0,339,339,465,1,466,FEM,AGR,150,1,hiena,la,5,,,,
