counterbalancing_condition,counterbalancing_condition_full,consent_prescreening.block_1/age_years,consent_prescreening.block_1/gender,consent_prescreening.block_1/language_disorder,consent_prescreening.block_1/first_language,consent_prescreening.block_1/declare_consent,PROLIFIC_PID,STUDY_ID,SESSION_ID,date,expName,psychopyVersion,OS,frameRate,check_prescreening_answers.started,check_prescreening_answers.stopped,Instructions.started,Instructions.stopped,instr_done_keyboard.keys,instr_done_keyboard.rt,instr_done_keyboard.duration,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,presentTrial.started,presentTrial.stopped,response.keys,response.corr,response.rt,response.duration,rt,corr,feedback.started,feedback.stopped,Break.started,Break.stopped,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,experiment_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,IsAnimal,Prime,Flanker,letters,break_done_keyboard.rt,break_done_keyboard.duration,End.started,End.stopped
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,452.6484,453.6964,l,1,0.3898,,0.3898,1,453.6964,454.1963,454.1964,454.1964,0.819444444,-0.051851852,0,0,0,,0,194,194,154,1,155,FEM,DIS,150,0,basura,el,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,454.197,455.2657,l,1,0.4093,,0.4093,1,455.2658,455.7657,455.7658,455.7658,0.819444444,-0.051851852,0,0,0,,0,195,195,92,1,93,FEM,DIS,150,0,nariz,el,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,455.7663,456.7937,l,1,0.3721,,0.3721,1,456.7937,457.2935,457.2936,457.2936,0.819444444,-0.051851852,0,0,0,,0,196,196,170,1,171,FEM,DIS,150,0,teoría,el,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,457.2941,458.3629,l,1,0.4106,,0.4106,1,458.363,458.863,458.8636,458.8639,0.819444444,-0.051851852,0,0,0,,0,197,197,14,1,15,FEM,DIS,150,0,mesa,el,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,458.8643,459.849,l,1,0.3266,,0.3266,1,459.849,460.349,460.3491,460.3491,0.819444444,-0.051851852,0,0,0,,0,198,198,116,1,117,FEM,DIS,150,0,crema,el,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,460.3497,461.3838,l,1,0.3752,,0.3752,1,461.3838,461.8837,461.8838,461.8838,0.819444444,-0.051851852,0,0,0,,0,199,199,88,1,89,FEM,DIS,150,0,pista,el,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,461.8844,462.8143,l,1,0.2711,,0.2711,1,462.8143,463.3143,463.3143,463.3144,0.819444444,-0.051851852,0,0,0,,0,200,200,190,1,191,FEM,DIS,150,0,piedad,el,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,463.3149,464.3976,l,1,0.4238,,0.4238,1,464.3977,464.8976,464.8976,464.8977,0.819444444,-0.051851852,0,0,0,,0,201,201,83,1,84,FEM,AGR,150,0,broma,la,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,464.8982,465.8004,l,1,0.2432,,0.2432,1,465.8004,466.3004,466.3009,466.3012,0.819444444,-0.051851852,0,0,0,,0,202,202,46,1,47,FEM,DIS,150,0,fuga,el,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,466.3015,467.3004,l,1,0.3403,,0.3403,1,467.3004,467.8004,467.8004,467.8004,0.819444444,-0.051851852,0,0,0,,0,203,203,135,1,136,FEM,AGR,150,0,grasa,la,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,467.801,468.8976,s,1,0.4376,,0.4376,1,468.8977,469.3976,469.3976,469.3977,0.819444444,-0.051851852,0,0,0,,0,204,204,524,1,525,MAS,DIS,150,1,lobo,la,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,469.3982,470.5781,l,1,0.524,,0.524,1,470.5782,471.0781,471.0782,471.0782,0.819444444,-0.051851852,0,0,0,,0,205,205,269,1,270,MAS,AGR,150,0,lodo,el,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,471.0788,472.4114,l,1,0.6758,,0.6758,1,472.4114,472.9114,472.9114,472.9115,0.819444444,-0.051851852,0,0,0,,0,206,206,122,1,123,FEM,DIS,150,0,cueva,el,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,472.9121,473.9809,l,0,0.4099,,0.4099,0,473.9812,474.4808,474.4808,474.4809,0.819444444,-0.051851852,0,0,0,,0,207,207,442,1,443,FEM,DIS,150,1,perdiz,el,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,474.4814,475.6475,l,1,0.507,,0.507,1,475.6479,476.1475,476.1481,476.1484,0.819444444,-0.051851852,0,0,0,,0,208,208,187,1,188,FEM,AGR,150,0,gloria,la,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,476.1488,477.3489,l,1,0.5418,,0.5418,1,477.3489,477.8489,477.8489,477.849,0.819444444,-0.051851852,0,0,0,,0,209,209,259,1,260,MAS,AGR,150,0,puño,el,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,477.8495,479.019,l,1,0.5143,,0.5143,1,479.019,479.5155,479.5155,479.5156,0.819444444,-0.051851852,0,0,0,,0,210,210,127,1,128,FEM,AGR,150,0,oreja,la,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,479.5161,480.6296,s,1,0.4584,,0.4584,1,480.6297,481.1266,481.1266,481.1267,0.819444444,-0.051851852,0,0,0,,0,211,211,453,1,454,FEM,AGR,150,1,rana,la,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,481.1272,482.1961,l,1,0.4114,,0.4114,1,482.1961,482.696,482.696,482.6962,0.819444444,-0.051851852,0,0,0,,0,212,212,380,1,381,MAS,DIS,150,0,efecto,la,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,482.6967,484.0295,l,1,0.6753,,0.6753,1,484.0295,484.5294,484.5294,484.5295,0.819444444,-0.051851852,0,0,0,,0,213,213,229,1,230,MAS,AGR,150,0,loco,el,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,484.53,485.6474,s,1,0.4584,,0.4584,1,485.6475,486.1475,486.148,486.1483,0.819444444,-0.051851852,0,0,0,,0,214,214,546,1,547,MAS,DIS,150,1,gorila,la,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,486.1485,487.2446,l,1,0.4402,,0.4402,1,487.2447,487.7447,487.7447,487.7448,0.819444444,-0.051851852,0,0,0,,0,215,215,115,1,116,FEM,AGR,150,0,letra,la,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,487.7453,488.8766,l,1,0.4762,,0.4762,1,488.8767,489.3766,489.3766,489.3766,0.819444444,-0.051851852,0,0,0,,0,216,216,111,1,112,FEM,AGR,150,0,deuda,la,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,489.3772,490.2794,l,1,0.2444,,0.2444,1,490.2794,490.7793,490.7793,490.7794,0.819444444,-0.051851852,0,0,0,,0,217,217,103,1,104,FEM,AGR,150,0,costa,la,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,490.7799,491.8488,l,1,0.41,,0.41,1,491.8488,492.3487,492.3488,492.3488,0.819444444,-0.051851852,0,0,0,,0,218,218,61,1,62,FEM,AGR,150,0,joya,la,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,492.3494,493.4321,l,0,0.4239,,0.4239,0,493.4325,493.9321,493.9326,493.933,0.819444444,-0.051851852,0,0,0,,0,219,219,537,1,538,MAS,AGR,150,1,lince,el,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,493.9333,495.0502,l,0,0.4586,,0.4586,0,495.0502,495.5501,495.5501,495.5502,0.819444444,-0.051851852,0,0,0,,0,220,220,516,1,517,MAS,DIS,150,1,búho,la,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,495.5507,496.682,l,1,0.4724,,0.4724,1,496.6825,497.182,497.182,497.1821,0.819444444,-0.051851852,0,0,0,,0,221,221,371,1,372,MAS,AGR,150,0,motivo,el,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,497.1827,498.3626,l,1,0.5219,,0.5219,1,498.3627,498.8626,498.8627,498.8628,0.819444444,-0.051851852,0,0,0,,0,222,222,56,1,57,FEM,DIS,150,0,pila,el,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,498.8632,499.9598,l,1,0.4405,,0.4405,1,499.9599,500.4598,500.4598,500.4599,0.819444444,-0.051851852,0,0,0,,0,223,223,159,1,160,FEM,AGR,150,0,trampa,la,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,500.4604,501.5292,l,0,0.4114,,0.4114,0,501.5297,502.0292,502.0293,502.0293,0.819444444,-0.051851852,0,0,0,,0,224,224,538,1,539,MAS,DIS,150,1,erizo,la,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,502.0298,503.2792,l,1,0.5923,,0.5923,1,503.2797,503.7792,503.7797,503.7801,0.819444444,-0.051851852,0,0,0,,0,225,225,242,1,243,MAS,DIS,150,0,oído,la,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,503.7804,505.0778,l,1,0.6418,,0.6418,1,505.0779,505.5778,505.5778,505.5779,0.819444444,-0.051851852,0,0,0,,0,226,226,128,1,129,FEM,DIS,150,0,tarta,el,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,505.5784,506.6611,l,1,0.4251,,0.4251,1,506.6612,507.1611,507.1611,507.1612,0.819444444,-0.051851852,0,0,0,,0,227,227,93,1,94,FEM,AGR,150,0,silla,la,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,507.1617,508.2445,l,1,0.426,,0.426,1,508.2445,508.7444,508.7444,508.7445,0.819444444,-0.051851852,0,0,0,,0,228,228,208,1,209,MAS,DIS,150,0,tipo,la,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,508.7451,509.7792,l,1,0.3768,,0.3768,1,509.7792,510.2791,510.2791,510.2793,0.819444444,-0.051851852,0,0,0,,0,229,229,296,1,297,MAS,DIS,150,0,hotel,la,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,510.2798,511.3764,l,1,0.4414,,0.4414,1,511.3764,511.8764,511.8769,511.8772,0.819444444,-0.051851852,0,0,0,,0,230,230,328,1,329,MAS,DIS,150,0,primo,la,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,511.8776,512.9944,l,1,0.4613,,0.4613,1,512.9944,513.4944,513.4945,513.4945,0.819444444,-0.051851852,0,0,0,,0,231,231,155,1,156,FEM,AGR,150,0,locura,la,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,513.495,514.5638,l,1,0.4099,,0.4099,1,514.5639,515.0638,515.0638,515.0639,0.819444444,-0.051851852,0,0,0,,0,232,232,15,1,16,FEM,AGR,150,0,edad,la,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,515.0644,516.043,l,1,0.3234,,0.3234,1,516.0431,516.5429,516.543,516.5431,0.819444444,-0.051851852,0,0,0,,0,233,233,0,1,1,FEM,DIS,150,0,casa,el,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,516.5436,517.8277,l,1,0.6283,,0.6283,1,517.8277,518.3277,518.3278,518.3278,0.819444444,-0.051851852,0,0,0,,0,234,234,19,1,20,FEM,AGR,150,0,obra,la,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,518.3283,519.4804,l,1,0.4933,,0.4933,1,519.4805,519.9805,519.9805,519.9806,0.819444444,-0.051851852,0,0,0,,0,235,235,387,1,388,MAS,AGR,150,0,tamaño,el,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,519.981,521.2097,l,1,0.566,,0.566,1,521.2097,521.7096,521.7102,521.7105,0.819444444,-0.051851852,0,0,0,,0,236,236,45,1,46,FEM,AGR,150,0,capa,la,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,521.7108,522.7443,l,1,0.3773,,0.3773,1,522.7443,523.2443,523.2444,523.2444,0.819444444,-0.051851852,0,0,0,,0,237,237,287,1,288,MAS,AGR,150,0,fuego,el,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,523.2449,524.1819,l,1,0.2779,,0.2779,1,524.1819,524.6818,524.6818,524.6819,0.819444444,-0.051851852,0,0,0,,0,238,238,349,1,350,MAS,AGR,150,0,equipo,el,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,524.6824,525.6956,l,1,0.3555,,0.3555,1,525.6958,526.1956,526.1957,526.1958,0.819444444,-0.051851852,0,0,0,,0,239,239,151,1,152,FEM,AGR,150,0,música,la,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,526.1963,527.2998,l,1,0.4446,,0.4446,1,527.2999,527.7999,527.8,527.8,0.819444444,-0.051851852,0,0,0,,0,240,240,13,1,14,FEM,AGR,150,0,pena,la,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,527.8005,529.0498,s,1,0.5904,,0.5904,1,529.0499,529.5498,529.5503,529.5507,0.819444444,-0.051851852,0,0,0,,0,241,241,427,1,428,FEM,AGR,150,1,ostra,la,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,529.551,530.5637,l,0,0.355,,0.355,0,530.5641,531.0636,531.0637,531.0637,0.819444444,-0.051851852,0,0,0,,0,242,242,443,1,444,FEM,AGR,150,1,nutria,la,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,531.0643,532.1331,s,1,0.4091,,0.4091,1,532.1335,532.6331,532.6332,532.6333,0.819444444,-0.051851852,0,0,0,,0,243,243,488,1,489,MAS,DIS,150,1,mono,la,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,532.6338,533.8484,s,1,0.5559,,0.5559,1,533.8484,534.3484,534.3484,534.3484,0.819444444,-0.051851852,0,0,0,,0,244,244,438,1,439,FEM,DIS,150,1,liebre,el,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,534.349,535.5775,l,1,0.5721,,0.5721,1,535.5776,536.0775,536.0775,536.0776,0.819444444,-0.051851852,0,0,0,,0,245,245,175,1,176,FEM,AGR,150,0,granja,la,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,536.0784,537.2094,s,1,0.4751,,0.4751,1,537.2095,537.7094,537.7095,537.7095,0.819444444,-0.051851852,0,0,0,,0,246,246,552,1,553,MAS,DIS,150,1,koala,la,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,537.7101,539.4317,l,1,1.0627,,1.0627,1,539.4317,539.9316,539.9322,539.9325,0.819444444,-0.051851852,0,0,0,,0,247,247,316,1,317,MAS,DIS,150,0,ruido,la,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,539.9329,541.2789,l,1,0.6894,,0.6894,1,541.279,541.7789,541.7789,541.779,0.819444444,-0.051851852,0,0,0,,0,248,248,400,1,401,MAS,DIS,150,0,sótano,la,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,541.7795,542.8483,l,0,0.4098,,0.4098,0,542.8487,543.3483,543.3483,543.3484,0.819444444,-0.051851852,0,0,0,,0,249,249,478,1,479,FEM,DIS,150,1,nutria,el,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,543.349,544.4941,l,1,0.4892,,0.4892,1,544.4945,544.9941,544.9941,544.9942,0.819444444,-0.051851852,0,0,0,,0,250,250,404,1,405,MAS,DIS,150,0,chiste,la,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,544.9947,546.1956,s,0,0.5425,,0.5425,0,546.1959,546.6955,546.6955,546.6955,0.819444444,-0.051851852,0,0,0,,0,251,251,263,1,264,MAS,AGR,150,0,yate,el,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,546.696,547.8136,s,1,0.4584,,0.4584,1,547.814,548.3136,548.3141,548.3144,0.819444444,-0.051851852,0,0,0,,0,252,252,482,1,483,FEM,DIS,150,1,piraña,el,6,,,,
