TrialID,Gender,StimulusType,Condition,PrimeDuration,Prime,Flanker,PairedWith,Transparency
445,MAS,WORD,DIS,150,actor,la,ascor,Opaque
446,MAS,NOWORD,DIS,150,ascor,la,actor,Opaque
447,MAS,WORD,AGR,150,bolso,el,buaso,Transparent
448,MAS,NOWORD,AGR,150,buaso,el,bolso,Transparent
449,FEM,WORD,DIS,150,pluma,el,crusa,Transparent
450,FEM,NOWORD,DIS,150,crusa,el,pluma,Transparent
451,FEM,WORD,AGR,150,fruta,la,clita,Transparent
452,FEM,NOWORD,AGR,150,clita,la,fruta,Transparent
453,FEM,WORD,DIS,150,mafia,el,pafia,Transparent
454,FEM,NOWORD,DIS,150,pafia,el,mafia,Transparent
455,MAS,WORD,DIS,150,reino,la,riaso,Transparent
456,MAS,NOWORD,AGR,150,riaso,el,reino,Transparent
457,MAS,WORD,AGR,150,plato,el,glaco,Transparent
458,MAS,NOWORD,DIS,150,glaco,la,plato,Transparent
459,MAS,WORD,DIS,150,grado,la,fraco,Transparent
460,MAS,NOWORD,AGR,150,fraco,el,grado,Transparent
461,FEM,WORD,AGR,150,tabla,la,pagra,Transparent
462,FEM,NOWORD,DIS,150,pagra,el,tabla,Transparent
463,FEM,WORD,DIS,150,cabra,el,matla,Transparent
464,FEM,NOWORD,AGR,150,matla,la,cabra,Transparent
465,FEM,WORD,AGR,150,aguja,la,asuba,Transparent
466,FEM,NOWORD,DIS,150,asuba,el,aguja,Transparent
467,MAS,WORD,AGR,150,piano,el,peiso,Transparent
468,MAS,NOWORD,AGR,150,peiso,el,piano,Transparent
469,MAS,WORD,DIS,150,patio,la,matia,Transparent
470,MAS,NOWORD,DIS,150,matia,la,patio,Opaque
471,FEM,WORD,DIS,150,grasa,el,prana,Transparent
472,FEM,NOWORD,AGR,150,prana,la,grasa,Transparent
473,FEM,WORD,AGR,150,feria,la,felia,Transparent
474,FEM,NOWORD,DIS,150,felia,el,feria,Transparent
475,FEM,WORD,DIS,150,manta,el,mucta,Transparent
476,FEM,NOWORD,AGR,150,mucta,la,manta,Transparent
477,MAS,WORD,AGR,150,botón,el,hocon,Opaque
478,MAS,NOWORD,DIS,150,hocon,la,botón,Opaque
479,MAS,WORD,DIS,150,rumbo,la,rimpo,Transparent
480,MAS,NOWORD,AGR,150,rimpo,el,rumbo,Transparent
